11,01,001,RSUD Simeulue,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Kab.Simeulue
11,02,001,RSUD Aceh Singkil,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl. Rimo/Singkil Km.8
11,02,002,RSUD Kota Subulussalam,U,RS Umum,C,C,02,Tingkat II,K,PEMKOT,Jl. Subussalam - Runding KM.5 Dusun Rahmah Kec. Simpang Kiri Kota Subussalam
11,03,001,RSU Dr. H.Yulidin Away,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,"Jl. T.Ben Mahmud No.86 A, TAPAKTUAN"
11,04,001,RSU Kutacane,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl. Raya Kutacane - Blang Kejeran KM 3 Kutacane
11,05,001,RS Rehabilitasi Medik,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,Jl. Monisa Peureulak Kabupaten Aceh Timur
11,05,002,RSUD dr. Zubir Mahmud,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl.Banda Aceh- Medan Km. 375 Idi Rayeuk Aceh timur
11,05,003,RSU Graha Bunda,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Medan - Banda Aceh Bukit Pala, Idi Rayeuk - Aceh Timur"
11,05,004,RS Pertamina Rantau,U,RS Umum,C,C,02,Tingkat II,S,BUMN,Jl. Cepu Rantau Kab. Aceh Timur
11,06,001,RSU Datu Beru Takengon,U,RS Umum,B,B,02,Tingkat II,K,PEMKAB,Jl. Rumah Sakit No.153 Kec. Kebayakan
11,07,001,RSU Cut Nyak Dhien,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl. Gajah Mada Meulaboh
11,07,002,RS Harapan Sehat,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,JL SISINGAMANGARAJA DS GAMPA
11,07,003,RSU Montella,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jln. Beringin Jaya Dusun Cot Gampong
11,08,004,RUMAH SAKIT AL ISLAMIC ACEH HOSPITAL,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,JL. Dr.Mr.Moch Hasan no. 88 desa Lampenerut
11,08,005,RSU Kota Jantho,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl. Transmigrasi I Kota Jantho
11,08,006,RUMAH SAKIT IBNU SINA,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,"Jalan Banda Aceh-Medan Km 25,5 Gp. Sinyeu Kecamatan Indrapuri"
11,09,001,RSUD TGK. ABDULLAH SYAFII BEUREUNEUN,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,K,PEMKAB,"Jl. Banda Aceh - Medan Km.125,5 Kota Mini - Beureunuen"
11,09,002,RSUD TGK CHIK DITIRO SIGLI,U,RS Umum,B,B,02,Tingkat II,K,PEMKAB,Jl. Prof. A. Majid Ibrahim Sigli
11,09,003,RSU Mufid,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jl.Prof.A.Majid Ibrahim No.62-66 Blok Sawah
11,09,004,RSU Citra Husada,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jl. Prof. A. Majid Ibrahim Lampeudeu Baroh Tijue
11,10,001,RSU Bireuen Medical Center,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,"Bireuen, Aceh"
11,10,002,RSU Dr. Fauziah Bireun,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,Jl. Mayjen T. Hamzah Bendahara No.13. Bireuen
11,10,003,RSIA Bunda,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,Jl. Darussalam 16.Lhokseumawe
11,10,004,RS AVICENNA,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jln. Kuala Raja No.1 Bireuen Lhok Awe. Kecamatan Juang
11,10,005,RS Malahayati,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Medan - Banda Aceh No.100 M, Meunasah Blang - Bireuen"
11,10,006,RS PT Arun,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,BUMN,JL. PLAJU KOMPLEK PERUMAHAN PT ARUN. BATUPHAT.
11,10,007,RS TELAGA BUNDA,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Peutua Banta 7, Gampong Bireuen Meunasah Blang"
11,10,008,RS PTP IX Cot Girek,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,BUMN,Lhok Sukon Kab. Aceh Utara
11,11,001,PMI Cabang Aceh Utara,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,Jl. Samudera Kp. Jawa Lama
11,12,001,RSU TEUNGKU PEUKAN,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,"Blang Pidie,Aceh Barat Daya"
11,13,001,RSU Lapangan,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,"Jl.Pangur-Sangir, Kec Dabun Gelang"
11,14,001,RSUD Tamiang,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,"Jl. Kesehatan,Kab.Aceh Tamiang"
11,15,001,RSUD Nagan Raya,U,RS Umum,C,C,02,Tingkat II,K,PEMKAB,"Jl. Nasional Km.28,5 Ujung Patihah"
11,16,001,Rumah Sakit Umum Daerah Kabupaten Aceh Jaya,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,K,PEMKAB,"Jln. Ali Gunong, Lr. PMI No. 1, Calang, Kec. Krueng Sabee"
11,17,001,RSUD Bener Meriah,U,RS Umum,D,D,02,Tingkat II,K,PEMKAB,"Jl. Sp.Teritit _ Sp.Tiga, Redelong, Sp.Empat Kute Kering, Redelong"
11,17,002,RS Bergerak Kab.Bener Meriah,U,RS Umum,D,D,02,Tingkat II,K,PEMKAB,Jl.Sp.tritit pondok Baru Balng Sentang redelong
11,18,001,RSUD PIDIE JAYA,U,RS Umum,D,D,02,Tingkat II,K,PEMKAB,"Jl. Banda - Aceh KM. 158, Meureudu"
11,19,001,Rumkit Tk III Banda Aceh,U,RS Umum,C,C,02,Tingkat II,T,TNI/POLRI,Jl. T. Hamzah Bendahara Banda Aceh
11,19,002,RS Teuku Fakinah,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Jend.Sudirman 27-29,Banda Aceh"
11,19,003,RSU Meuraxa,U,RS Umum,B,B,02,Tingkat II,K,PEMKOT,Jl. Soekarno Hatta Km.2 Mibo Banda Aceh
11,19,004,RS Ibu dan Anak Propinsi NAD,K,RS Khusus,B,B,02,Tingkat II,V,PEMPROP,"Jl. Prof.A.Madjid Ibrahim I,no. 3 Banda Aceh"
11,19,005,RSU Bulan Sabit Merah Indonesia Aceh,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Sultan Malikul Saleh No. 17 Lamlagang, Kec. Banda Raya"
11,19,006,RS Cempaka Az Zahra Banda Aceh,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,"Jln. Pocut Baren, 36-40"
11,19,007,RS Jiwa Banda Aceh,K,RS Khusus,A,A,03,Tingkat III,K,PEMPROP,"Jl. Dr.T.Syarief Thayeb,No.25 Banda Aceh"
11,19,008,RSIA Harapan Bunda,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Teuku Umar 181,Banda Aceh"
11,19,009,RSU Dr. Zainoel Abidin,U,RS Umum,A,A,03,Tingkat III,K,PEMPROP,"Jl. Tgk Daud Beureueh, NO. 108 B. Aceh"
11,19,010,Rumkit Bhayangkara Banda Aceh,U,RS Umum,C,C,02,Tingkat II,T,TNI/POLRI,"Jl. Cut Nyak Dhien Lamtemen No. 23,Banda Aceh"
11,19,011,RS Permata Hati,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Sultan Iskandar Muda No.217,Banda Aceh"
11,19,012,RS Malahayati,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,"Jl. Cut Nyak Dhien 4,Banda Aceh"
11,19,013,RS UBUDIYAH BANDA ACEH,U,RS Umum,D,D,02,Tingkat II,S,SWASTA,Jln. T. Nyak Arief No.17-24 Jeulingke
11,19,014,RS Meutia,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jl. Cut Meutia No. 55
11,19,015,RS PRINCE NAYEF BIN ABDUL AZIZ SYIAH KUALA UNIVERS,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,Jl. Lingkar Kampus
11,19,016,RS NABILA HOSPITAL,K,RS Khusus,A,A,03,Tingkat III,S,SWASTA,JL. STA. MAHMUDSYAH N0 9 BANDA ACEH
11,20,001,RSU Sabang,U,RS Umum,D,D,02,Tingkat II,K,PEMKOT,Jl. Teuku Umar Sabang
11,20,002,Rumkital Sabang,U,RS Umum,D,D,02,Tingkat II,T,TNI/POLRI,Jl. Tk Chik Ditiro Sabang
11,21,001,RSU Langsa,U,RS Umum,B,B,02,Tingkat II,K,PEMKOT,Jl. Ahmad Yani No.1 Langsa Kota
11,21,002,RS Cut Nyak Dhien Langsa,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,Jl. T.M. Bachrun No.1. Langsa
11,21,003,RSU Cut Meutia,U,RS Umum,D,D,02,Tingkat II,S,BUMN,"Jl. Garuda Kebun Baru,Langsa"
11,21,004,RSU UMMI LANGSA,U,RS Umum,C,C,02,Tingkat II,S,SWASTA,Jl. Prof. Majid Ibrahim No.10 A Kota Langsa
11,22,001,RSU Cut Meutia Lhoksemawe,U,RS Umum,B,B,02,Tingkat II,K,PEMKAB,Jl. Banda Aceh-Medan Km.6 Buket Rata Lhokseumawe
11,22,002,RSU BUNGA MELATI,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA,"JLN. SAMUDRA BARU NO.3, KEUDE ACEH KEC. BANDA SAKTI"
11,22,003,RS Yayasan Kasih Ibu,U,RS Umum,C,C,02,Tingkat II,S,SWASTA NON PROFIT,Jl. Merdeka No.17. Lhokseumawe
11,22,004,Rumkit Tk IV Lhokseumawe Aceh Utara,U,RS Umum,D,D,02,Tingkat II,T,TNI/POLRI,Jl. Samudra Lhokseumawe AUT
11,22,005,RS Islam Materna,U,RS Umum,K,Kelas belum ditetapkan,02,Tingkat II,S,SWASTA NON PROFIT,Jl. Merdeka Barat No. 25
12,01,001,RSU Gunung Sitoli,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,Jl. dr. CiptomangunKusumo No 15 Gunungsitoli
